"SQL_QueryMonth";"SQL_QueryYear";"DebugTraceID";"SubmissionID";"SubmissionDateTime";"SubmissionDate";"SubmissionHour";"SubmissionMinute";"SubmissionDay";"SubmissionDayName";"SubmissionWeek";"SubmissionMonth";"SubmissionYear";"ReportDateTime";"ReportDate";"ReportHour";"ReportMinute";"ReportDay";"ReportDayName";"ReportWeek";"ReportMonth";"ReportYear";"Ex_RequestStart";"Ex_BeginAggregation";"Ex_GetMetadata";"Ex_BeginRulesUpdate";"Ex_RuleResultInsert";"DomainID";"DomainName";"DomainLayerID";"DomainLayerName";"DomainAttributeName";"DomainAttributeID";"SourceID";"SourceName";"SourceLayerID";"SourceLayerName";"SourceAttributeID";"SourceAttributeName";"SourceAttributeProcessingDataType";"RuleID";"RuleName";"TotalRecordsCount";"FilteredRecordsCount";"RuleRecordsCount";"RuleSuccessCount";"RuleFailCount";"DataQualityPercentage";"CategoryID";"CategoryName";"CategoryLayerID";"CategoryLayerName";"FilterRuleID";"FilterRuleName";"FilterDomainID";"FilterDomainName";"FilterDomainLayerID";"FilterDomainLayerName";"FilterDomainAttributeID";"FilterDomainAttributeName";"FilterSourceName";"FilterSourceLayerName";"FilterSourceAttributeName";"FilterSourceAttributeDataType";"FilterSourceAttributeID";"LoadType";"CurrentDate";"CurrentHour";"CurrentMinute";"CurrentDay";"CurrentDayName";"CurrentWeek";"CurrentMonth";"CurrentYear"
6;2020;"Asif Shaikh";"5a6addc7-2f35-4870-9381-b890806cea1c";2020-06-10 23:00:00;2020-06-10;23;0;162;"Wed";24;6;2020;2020-06-10 23:00:00;2020-06-10;23;0;162;"Wed";24;6;2020;2021-01-12 23:39:38;2021-01-12 23:39:39;2021-01-12 23:39:39;2021-01-12 23:39:40;2021-01-12 23:39:40;2;"Customer";3;"Personal";"Gender";7;2;"CRM";3;"CustomerTable";3;"GD";"STRING";4;"Column is valid Gender value";100;61;61;33;28;33;1;"Data Quality";1175;"Validity";1;"Column is populated";2;"Customer";3;"Personal";7;"Gender";"CRM";"CustomerTable";"GD";"STRING";3;"System";2021-01-13;15;5;13;"Wed";2;1;2021
6;2020;"Asif Shaikh";"375a7ad6-8146-4cff-b3c5-9be10ac4169b";2020-06-08 23:00:00;2020-06-08;23;0;160;"Mon";24;6;2020;2020-06-08 23:00:00;2020-06-08;23;0;160;"Mon";24;6;2020;2021-01-12 23:38:43;2021-01-12 23:38:44;2021-01-12 23:38:44;2021-01-12 23:38:47;2021-01-12 23:38:47;2;"Customer";3;"Personal";"Gender";7;2;"CRM";3;"CustomerTable";3;"GD";"STRING";1;"Column is populated";100;0;100;61;39;61;1;"Data Quality";1179;"Completeness";;;;"Customer";;"Personal";;"Gender";"CRM";"CustomerTable";"GD";"STRING";;"System";2021-01-13;15;5;13;"Wed";2;1;2021
6;2020;"Asif Shaikh";"138d2709-17d5-4a88-958e-c0c2a4134e28";2020-06-08 23:00:00;2020-06-08;23;0;160;"Mon";24;6;2020;2020-06-08 23:00:00;2020-06-08;23;0;160;"Mon";24;6;2020;2021-01-12 23:38:43;2021-01-12 23:38:44;2021-01-12 23:38:44;2021-01-12 23:38:47;2021-01-12 23:38:47;2;"Customer";4;"Contact";"Mobile";4;2;"CRM";3;"CustomerTable";14;"Mobile";"STRING";1;"Column is populated";100;0;100;68;32;68;1;"Data Quality";1179;"Completeness";;;;"Customer";;"Contact";;"Mobile";"CRM";"CustomerTable";"Mobile";"STRING";;"System";2021-01-13;15;5;13;"Wed";2;1;2021
6;2020;"Asif Shaikh";"d719ca51-c206-485a-8cfb-4297051e713d";2020-06-08 23:00:00;2020-06-08;23;0;160;"Mon";24;6;2020;2020-06-08 23:00:00;2020-06-08;23;0;160;"Mon";24;6;2020;2021-01-12 23:38:43;2021-01-12 23:38:44;2021-01-12 23:38:44;2021-01-12 23:38:47;2021-01-12 23:38:47;2;"Customer";3;"Personal";"Gender";7;2;"CRM";3;"CustomerTable";3;"GD";"STRING";4;"Column is valid Gender value";100;61;61;33;28;33;1;"Data Quality";1175;"Validity";1;"Column is populated";2;"Customer";3;"Personal";7;"Gender";"CRM";"CustomerTable";"GD";"STRING";3;"System";2021-01-13;15;5;13;"Wed";2;1;2021
6;2020;"Asif Shaikh";"c98b95f9-12ef-46f8-92fe-b9166bb69838";2020-06-08 23:00:00;2020-06-08;23;0;160;"Mon";24;6;2020;2020-06-08 23:00:00;2020-06-08;23;0;160;"Mon";24;6;2020;2021-01-12 23:38:43;2021-01-12 23:38:44;2021-01-12 23:38:44;2021-01-12 23:38:47;2021-01-12 23:38:47;2;"Customer";4;"Contact";"Mobile";4;2;"CRM";3;"CustomerTable";14;"Mobile";"STRING";2;"Mobile number is valid syntax and structure";100;68;68;25;43;25;1;"Data Quality";1175;"Validity";1;"Column is populated";2;"Customer";4;"Contact";4;"Mobile";"CRM";"CustomerTable";"Mobile";"STRING";14;"System";2021-01-13;15;5;13;"Wed";2;1;2021
6;2020;"Asif Shaikh";"64f0a4bb-48ee-4a29-8d1c-d3d76277a28b";2020-06-10 23:00:00;2020-06-10;23;0;162;"Wed";24;6;2020;2020-06-10 23:00:00;2020-06-10;23;0;162;"Wed";24;6;2020;2021-01-12 23:39:38;2021-01-12 23:39:39;2021-01-12 23:39:39;2021-01-12 23:39:40;2021-01-12 23:39:40;2;"Customer";4;"Contact";"Mobile";4;2;"CRM";3;"CustomerTable";14;"Mobile";"STRING";2;"Mobile number is valid syntax and structure";100;68;68;25;43;25;1;"Data Quality";1175;"Validity";1;"Column is populated";2;"Customer";4;"Contact";4;"Mobile";"CRM";"CustomerTable";"Mobile";"STRING";14;"System";2021-01-13;15;5;13;"Wed";2;1;2021
6;2020;"Asif Shaikh";"2f2d4148-af04-44f5-a412-fb2e3041ce13";2020-06-03 23:00:00;2020-06-03;23;0;155;"Wed";23;6;2020;2020-06-03 23:00:00;2020-06-03;23;0;155;"Wed";23;6;2020;2021-01-12 23:30:59;2021-01-12 23:31:01;2021-01-12 23:31:01;2021-01-12 23:31:05;2021-01-12 23:31:05;2;"Customer";3;"Personal";"Gender";7;2;"CRM";3;"CustomerTable";3;"GD";"STRING";1;"Column is populated";100;0;100;61;39;61;1;"Data Quality";1179;"Completeness";;;;"Customer";;"Personal";;"Gender";"CRM";"CustomerTable";"GD";"STRING";;"System";2021-01-13;15;5;13;"Wed";2;1;2021
6;2020;"Asif Shaikh";"4087424c-5c99-4a5c-953e-dddded2268f4";2020-06-03 23:00:00;2020-06-03;23;0;155;"Wed";23;6;2020;2020-06-03 23:00:00;2020-06-03;23;0;155;"Wed";23;6;2020;2021-01-12 23:30:59;2021-01-12 23:31:01;2021-01-12 23:31:01;2021-01-12 23:31:05;2021-01-12 23:31:05;2;"Customer";4;"Contact";"Mobile";4;2;"CRM";3;"CustomerTable";14;"Mobile";"STRING";1;"Column is populated";100;0;100;68;32;68;1;"Data Quality";1179;"Completeness";;;;"Customer";;"Contact";;"Mobile";"CRM";"CustomerTable";"Mobile";"STRING";;"System";2021-01-13;15;5;13;"Wed";2;1;2021
6;2020;"Asif Shaikh";"9d7fb6fb-cf16-4f55-8eff-9f63daaea2c5";2020-06-03 23:00:00;2020-06-03;23;0;155;"Wed";23;6;2020;2020-06-03 23:00:00;2020-06-03;23;0;155;"Wed";23;6;2020;2021-01-12 23:30:59;2021-01-12 23:31:01;2021-01-12 23:31:01;2021-01-12 23:31:05;2021-01-12 23:31:05;2;"Customer";3;"Personal";"Gender";7;2;"CRM";3;"CustomerTable";3;"GD";"STRING";4;"Column is valid Gender value";100;61;61;33;28;33;1;"Data Quality";1175;"Validity";1;"Column is populated";2;"Customer";3;"Personal";7;"Gender";"CRM";"CustomerTable";"GD";"STRING";3;"System";2021-01-13;15;5;13;"Wed";2;1;2021
6;2020;"Asif Shaikh";"c1e7de5f-8ed2-487a-8613-08d106588bc4";2020-06-03 23:00:00;2020-06-03;23;0;155;"Wed";23;6;2020;2020-06-03 23:00:00;2020-06-03;23;0;155;"Wed";23;6;2020;2021-01-12 23:30:59;2021-01-12 23:31:01;2021-01-12 23:31:01;2021-01-12 23:31:05;2021-01-12 23:31:05;2;"Customer";4;"Contact";"Mobile";4;2;"CRM";3;"CustomerTable";14;"Mobile";"STRING";2;"Mobile number is valid syntax and structure";100;68;68;25;43;25;1;"Data Quality";1175;"Validity";1;"Column is populated";2;"Customer";4;"Contact";4;"Mobile";"CRM";"CustomerTable";"Mobile";"STRING";14;"System";2021-01-13;15;5;13;"Wed";2;1;2021
6;2020;"Asif Shaikh";"4c47a51c-9a56-487b-b699-688248a85629";2020-06-05 23:00:00;2020-06-05;23;0;157;"Fri";23;6;2020;2020-06-05 23:00:00;2020-06-05;23;0;157;"Fri";23;6;2020;2021-01-12 23:32:54;2021-01-12 23:32:55;2021-01-12 23:32:55;2021-01-12 23:32:56;2021-01-12 23:32:56;2;"Customer";3;"Personal";"Gender";7;2;"CRM";3;"CustomerTable";3;"GD";"STRING";1;"Column is populated";100;0;100;61;39;61;1;"Data Quality";1179;"Completeness";;;;"Customer";;"Personal";;"Gender";"CRM";"CustomerTable";"GD";"STRING";;"System";2021-01-13;15;5;13;"Wed";2;1;2021
6;2020;"Asif Shaikh";"42699cc2-10ba-4348-b320-13662db684e2";2020-06-05 23:00:00;2020-06-05;23;0;157;"Fri";23;6;2020;2020-06-05 23:00:00;2020-06-05;23;0;157;"Fri";23;6;2020;2021-01-12 23:32:54;2021-01-12 23:32:55;2021-01-12 23:32:55;2021-01-12 23:32:56;2021-01-12 23:32:56;2;"Customer";4;"Contact";"Mobile";4;2;"CRM";3;"CustomerTable";14;"Mobile";"STRING";1;"Column is populated";100;0;100;68;32;68;1;"Data Quality";1179;"Completeness";;;;"Customer";;"Contact";;"Mobile";"CRM";"CustomerTable";"Mobile";"STRING";;"System";2021-01-13;15;5;13;"Wed";2;1;2021
6;2020;"Asif Shaikh";"8176c514-099c-4c87-8e0b-98f312ec2207";2020-06-05 23:00:00;2020-06-05;23;0;157;"Fri";23;6;2020;2020-06-05 23:00:00;2020-06-05;23;0;157;"Fri";23;6;2020;2021-01-12 23:32:54;2021-01-12 23:32:55;2021-01-12 23:32:55;2021-01-12 23:32:56;2021-01-12 23:32:56;2;"Customer";3;"Personal";"Gender";7;2;"CRM";3;"CustomerTable";3;"GD";"STRING";4;"Column is valid Gender value";100;61;61;33;28;33;1;"Data Quality";1175;"Validity";1;"Column is populated";2;"Customer";3;"Personal";7;"Gender";"CRM";"CustomerTable";"GD";"STRING";3;"System";2021-01-13;15;5;13;"Wed";2;1;2021
6;2020;"Asif Shaikh";"912537e9-5890-4314-8808-9ac3d1e90853";2020-06-05 23:00:00;2020-06-05;23;0;157;"Fri";23;6;2020;2020-06-05 23:00:00;2020-06-05;23;0;157;"Fri";23;6;2020;2021-01-12 23:32:54;2021-01-12 23:32:55;2021-01-12 23:32:55;2021-01-12 23:32:56;2021-01-12 23:32:56;2;"Customer";4;"Contact";"Mobile";4;2;"CRM";3;"CustomerTable";14;"Mobile";"STRING";2;"Mobile number is valid syntax and structure";100;68;68;25;43;25;1;"Data Quality";1175;"Validity";1;"Column is populated";2;"Customer";4;"Contact";4;"Mobile";"CRM";"CustomerTable";"Mobile";"STRING";14;"System";2021-01-13;15;5;13;"Wed";2;1;2021
6;2020;"Asif Shaikh";"eb808417-c98d-4a75-b773-58fa30aa0e02";2020-06-09 23:00:00;2020-06-09;23;0;161;"Tue";24;6;2020;2020-06-09 23:00:00;2020-06-09;23;0;161;"Tue";24;6;2020;2021-01-12 23:39:23;2021-01-12 23:39:24;2021-01-12 23:39:24;2021-01-12 23:39:26;2021-01-12 23:39:26;2;"Customer";3;"Personal";"Gender";7;2;"CRM";3;"CustomerTable";3;"GD";"STRING";1;"Column is populated";100;0;100;61;39;61;1;"Data Quality";1179;"Completeness";;;;"Customer";;"Personal";;"Gender";"CRM";"CustomerTable";"GD";"STRING";;"System";2021-01-13;15;5;13;"Wed";2;1;2021
6;2020;"Asif Shaikh";"74f75e66-4f72-4e5b-bcbc-b1a98d81b19d";2020-06-09 23:00:00;2020-06-09;23;0;161;"Tue";24;6;2020;2020-06-09 23:00:00;2020-06-09;23;0;161;"Tue";24;6;2020;2021-01-12 23:39:23;2021-01-12 23:39:24;2021-01-12 23:39:24;2021-01-12 23:39:26;2021-01-12 23:39:26;2;"Customer";4;"Contact";"Mobile";4;2;"CRM";3;"CustomerTable";14;"Mobile";"STRING";1;"Column is populated";100;0;100;68;32;68;1;"Data Quality";1179;"Completeness";;;;"Customer";;"Contact";;"Mobile";"CRM";"CustomerTable";"Mobile";"STRING";;"System";2021-01-13;15;5;13;"Wed";2;1;2021
6;2020;"Asif Shaikh";"33647e3f-2a6f-4312-80df-6849370c6eba";2020-06-09 23:00:00;2020-06-09;23;0;161;"Tue";24;6;2020;2020-06-09 23:00:00;2020-06-09;23;0;161;"Tue";24;6;2020;2021-01-12 23:39:23;2021-01-12 23:39:24;2021-01-12 23:39:24;2021-01-12 23:39:26;2021-01-12 23:39:26;2;"Customer";3;"Personal";"Gender";7;2;"CRM";3;"CustomerTable";3;"GD";"STRING";4;"Column is valid Gender value";100;61;61;33;28;33;1;"Data Quality";1175;"Validity";1;"Column is populated";2;"Customer";3;"Personal";7;"Gender";"CRM";"CustomerTable";"GD";"STRING";3;"System";2021-01-13;15;5;13;"Wed";2;1;2021
6;2020;"Asif Shaikh";"c65c2d8f-2342-4a00-9b17-a3b11e6ed559";2020-06-07 23:00:00;2020-06-07;23;0;159;"Sun";23;6;2020;2020-06-07 23:00:00;2020-06-07;23;0;159;"Sun";23;6;2020;2021-01-12 23:38:27;2021-01-12 23:38:28;2021-01-12 23:38:28;2021-01-12 23:38:29;2021-01-12 23:38:29;2;"Customer";3;"Personal";"Gender";7;2;"CRM";3;"CustomerTable";3;"GD";"STRING";1;"Column is populated";100;0;100;61;39;61;1;"Data Quality";1179;"Completeness";;;;"Customer";;"Personal";;"Gender";"CRM";"CustomerTable";"GD";"STRING";;"System";2021-01-13;15;5;13;"Wed";2;1;2021
6;2020;"Asif Shaikh";"b287568b-f691-4cf0-af9f-7041552c26b9";2020-06-07 23:00:00;2020-06-07;23;0;159;"Sun";23;6;2020;2020-06-07 23:00:00;2020-06-07;23;0;159;"Sun";23;6;2020;2021-01-12 23:38:27;2021-01-12 23:38:28;2021-01-12 23:38:28;2021-01-12 23:38:29;2021-01-12 23:38:29;2;"Customer";4;"Contact";"Mobile";4;2;"CRM";3;"CustomerTable";14;"Mobile";"STRING";1;"Column is populated";100;0;100;68;32;68;1;"Data Quality";1179;"Completeness";;;;"Customer";;"Contact";;"Mobile";"CRM";"CustomerTable";"Mobile";"STRING";;"System";2021-01-13;15;5;13;"Wed";2;1;2021
6;2020;"Asif Shaikh";"d1df1f1a-8e71-41d7-8304-474fb9f83e7b";2020-06-07 23:00:00;2020-06-07;23;0;159;"Sun";23;6;2020;2020-06-07 23:00:00;2020-06-07;23;0;159;"Sun";23;6;2020;2021-01-12 23:38:27;2021-01-12 23:38:28;2021-01-12 23:38:28;2021-01-12 23:38:29;2021-01-12 23:38:29;2;"Customer";3;"Personal";"Gender";7;2;"CRM";3;"CustomerTable";3;"GD";"STRING";4;"Column is valid Gender value";100;61;61;33;28;33;1;"Data Quality";1175;"Validity";1;"Column is populated";2;"Customer";3;"Personal";7;"Gender";"CRM";"CustomerTable";"GD";"STRING";3;"System";2021-01-13;15;5;13;"Wed";2;1;2021
6;2020;"Asif Shaikh";"15a50387-82b2-4d31-bf05-b36f8be567d6";2020-06-07 23:00:00;2020-06-07;23;0;159;"Sun";23;6;2020;2020-06-07 23:00:00;2020-06-07;23;0;159;"Sun";23;6;2020;2021-01-12 23:38:27;2021-01-12 23:38:28;2021-01-12 23:38:28;2021-01-12 23:38:29;2021-01-12 23:38:29;2;"Customer";4;"Contact";"Mobile";4;2;"CRM";3;"CustomerTable";14;"Mobile";"STRING";2;"Mobile number is valid syntax and structure";100;68;68;25;43;25;1;"Data Quality";1175;"Validity";1;"Column is populated";2;"Customer";4;"Contact";4;"Mobile";"CRM";"CustomerTable";"Mobile";"STRING";14;"System";2021-01-13;15;5;13;"Wed";2;1;2021
6;2020;"Asif Shaikh";"7308a8ac-9d2a-4cd9-8303-ab2d4219b258";2020-06-09 23:00:00;2020-06-09;23;0;161;"Tue";24;6;2020;2020-06-09 23:00:00;2020-06-09;23;0;161;"Tue";24;6;2020;2021-01-12 23:39:23;2021-01-12 23:39:24;2021-01-12 23:39:24;2021-01-12 23:39:26;2021-01-12 23:39:26;2;"Customer";4;"Contact";"Mobile";4;2;"CRM";3;"CustomerTable";14;"Mobile";"STRING";2;"Mobile number is valid syntax and structure";100;68;68;25;43;25;1;"Data Quality";1175;"Validity";1;"Column is populated";2;"Customer";4;"Contact";4;"Mobile";"CRM";"CustomerTable";"Mobile";"STRING";14;"System";2021-01-13;15;5;13;"Wed";2;1;2021
6;2020;"Asif Shaikh";"f641f585-5c71-4423-b3cd-f79b938834ea";2020-06-02 23:00:00;2020-06-02;23;0;154;"Tue";23;6;2020;2020-06-02 23:00:00;2020-06-02;23;0;154;"Tue";23;6;2020;2021-01-12 23:24:50;2021-01-12 23:24:51;2021-01-12 23:24:51;2021-01-12 23:24:53;2021-01-12 23:24:53;2;"Customer";3;"Personal";"Gender";7;2;"CRM";3;"CustomerTable";3;"GD";"STRING";1;"Column is populated";100;0;100;61;39;61;1;"Data Quality";1179;"Completeness";;;;"Customer";;"Personal";;"Gender";"CRM";"CustomerTable";"GD";"STRING";;"System";2021-01-13;15;5;13;"Wed";2;1;2021
6;2020;"Asif Shaikh";"f1972c52-180f-47a1-8f66-18b2253dc648";2020-06-02 23:00:00;2020-06-02;23;0;154;"Tue";23;6;2020;2020-06-02 23:00:00;2020-06-02;23;0;154;"Tue";23;6;2020;2021-01-12 23:24:50;2021-01-12 23:24:51;2021-01-12 23:24:51;2021-01-12 23:24:53;2021-01-12 23:24:53;2;"Customer";4;"Contact";"Mobile";4;2;"CRM";3;"CustomerTable";14;"Mobile";"STRING";1;"Column is populated";100;0;100;68;32;68;1;"Data Quality";1179;"Completeness";;;;"Customer";;"Contact";;"Mobile";"CRM";"CustomerTable";"Mobile";"STRING";;"System";2021-01-13;15;5;13;"Wed";2;1;2021
6;2020;"Asif Shaikh";"8f03646d-c60a-40de-8715-d0043a550b49";2020-06-02 23:00:00;2020-06-02;23;0;154;"Tue";23;6;2020;2020-06-02 23:00:00;2020-06-02;23;0;154;"Tue";23;6;2020;2021-01-12 23:24:50;2021-01-12 23:24:51;2021-01-12 23:24:51;2021-01-12 23:24:53;2021-01-12 23:24:53;2;"Customer";3;"Personal";"Gender";7;2;"CRM";3;"CustomerTable";3;"GD";"STRING";4;"Column is valid Gender value";100;61;61;33;28;33;1;"Data Quality";1175;"Validity";1;"Column is populated";2;"Customer";3;"Personal";7;"Gender";"CRM";"CustomerTable";"GD";"STRING";3;"System";2021-01-13;15;5;13;"Wed";2;1;2021
