"SourceID";"SourceLayerID";"SourceAttributeID";"ReportYear";"ReportMonth";"LoadType";"TimeInterval";"Perspective";"ReportWeek";"ReportDay";"ReportDate";"ReportHour";"ReportMinute";"DomainID";"DomainLayerID";"DomainAttributeID";"CategoryID";"CategoryLayerID";"RuleID";"DebugTraceID";"AggregationDateTime";"AggregationMonth";"AggregationYear";"SourceName";"SourceLayerName";"SourceAttributeName";"ListDistinctRules";"CountDistinctRules";"CountDistinctRulesApplication";"MinDataQualityPercentage";"AvgDataQualityPercentage";"MaxDataQualityPercentage";"NoOfDomains";"NoOfDomainLayers";"NoOfDomainAttributeNames";"NoOfSources";"NoOfSourceLayers";"NoOfSourceAttributeNames";"NoOfCategories";"NoOfCategoryLayers";"ListDistinctSourceID";"ListDistinctSourceLayerID";"ListDistinctSourceAttributeID";"ListDistinctDomainID";"ListDistinctDomainLayerID";"ListDistinctDomainAttributeID";"DomainName";"DomainLayerName";"DomainAttributeName";"CategoryName";"CategoryLayerName";"RuleName"
2;3;3;2020;6;"System";"DAY";"SourceAttribute";23;155;2020-06-03;;;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";"GD";"1,4";2;2;33;47;61;1;1;1;1;1;1;1;2;"2";"3";"3";"2";"3";"7";;;;;;
2;3;14;2020;6;"System";"DAY";"SourceAttribute";23;159;2020-06-07;;;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";"Mobile";"1,2";2;2;25;46.5;68;1;1;1;1;1;1;1;2;"2";"3";"14";"2";"4";"4";;;;;;
2;3;3;2020;6;"System";"DAY";"SourceAttribute";24;161;2020-06-09;;;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";"GD";"1,4";2;2;33;47;61;1;1;1;1;1;1;1;2;"2";"3";"3";"2";"3";"7";;;;;;
2;3;14;2020;6;"System";"DAY";"SourceAttribute";23;156;2020-06-04;;;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";"Mobile";"1,2";2;2;25;46.5;68;1;1;1;1;1;1;1;2;"2";"3";"14";"2";"4";"4";;;;;;
2;3;14;2020;6;"System";"HOUR";"SourceAttribute";24;161;2020-06-09;23;;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";"Mobile";"1,2";2;2;25;46.5;68;1;1;1;1;1;1;1;2;"2";"3";"14";"2";"4";"4";;;;;;
2;3;3;2020;6;"System";"HOUR";"SourceAttribute";24;160;2020-06-08;23;;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";"GD";"1,4";2;2;33;47;61;1;1;1;1;1;1;1;2;"2";"3";"3";"2";"3";"7";;;;;;
2;3;14;2020;6;"System";"HOUR";"SourceAttribute";23;155;2020-06-03;23;;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";"Mobile";"1,2";2;2;25;46.5;68;1;1;1;1;1;1;1;2;"2";"3";"14";"2";"4";"4";;;;;;
2;3;14;2020;6;"System";"HOUR";"SourceAttribute";23;159;2020-06-07;23;;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";"Mobile";"1,2";2;2;25;46.5;68;1;1;1;1;1;1;1;2;"2";"3";"14";"2";"4";"4";;;;;;
2;3;14;2020;6;"System";"HOUR";"SourceAttribute";23;157;2020-06-05;23;;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";"Mobile";"1,2";2;2;25;46.5;68;1;1;1;1;1;1;1;2;"2";"3";"14";"2";"4";"4";;;;;;
2;3;3;2020;6;"System";"HOUR";"SourceAttribute";23;158;2020-06-06;23;;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";"GD";"1,4";2;2;33;47;61;1;1;1;1;1;1;1;2;"2";"3";"3";"2";"3";"7";;;;;;
2;3;14;2020;6;"System";"HOUR";"SourceAttribute";23;156;2020-06-04;23;;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";"Mobile";"1,2";2;2;25;46.5;68;1;1;1;1;1;1;1;2;"2";"3";"14";"2";"4";"4";;;;;;
2;3;3;2020;6;"System";"HOUR";"SourceAttribute";23;153;2020-06-01;23;;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";"GD";"1,4";2;2;33;47;61;1;1;1;1;1;1;1;2;"2";"3";"3";"2";"3";"7";;;;;;
2;3;3;2020;6;"System";"HOUR";"SourceAttribute";23;156;2020-06-04;23;;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";"GD";"1,4";2;2;33;47;61;1;1;1;1;1;1;1;2;"2";"3";"3";"2";"3";"7";;;;;;
2;3;14;2020;6;"System";"HOUR";"SourceAttribute";23;158;2020-06-06;23;;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";"Mobile";"1,2";2;2;25;46.5;68;1;1;1;1;1;1;1;2;"2";"3";"14";"2";"4";"4";;;;;;
2;3;14;2020;6;"System";"HOUR";"SourceAttribute";24;160;2020-06-08;23;;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";"Mobile";"1,2";2;2;25;46.5;68;1;1;1;1;1;1;1;2;"2";"3";"14";"2";"4";"4";;;;;;
2;3;14;2020;6;"System";"HOUR";"SourceAttribute";23;154;2020-06-02;23;;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";"Mobile";"1,2";2;2;25;46.5;68;1;1;1;1;1;1;1;2;"2";"3";"14";"2";"4";"4";;;;;;
2;3;14;2020;6;"System";"HOUR";"SourceAttribute";23;153;2020-06-01;23;;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";"Mobile";"1,2";2;2;25;46.5;68;1;1;1;1;1;1;1;2;"2";"3";"14";"2";"4";"4";;;;;;
2;3;3;2020;6;"System";"HOUR";"SourceAttribute";23;157;2020-06-05;23;;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";"GD";"1,4";2;2;33;47;61;1;1;1;1;1;1;1;2;"2";"3";"3";"2";"3";"7";;;;;;
2;3;3;2020;6;"System";"HOUR";"SourceAttribute";24;162;2020-06-10;23;;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";"GD";"1,4";2;2;33;47;61;1;1;1;1;1;1;1;2;"2";"3";"3";"2";"3";"7";;;;;;
2;3;3;2020;6;"System";"HOUR";"SourceAttribute";23;155;2020-06-03;23;;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";"GD";"1,4";2;2;33;47;61;1;1;1;1;1;1;1;2;"2";"3";"3";"2";"3";"7";;;;;;
2;3;3;2020;6;"System";"HOUR";"SourceAttribute";23;154;2020-06-02;23;;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";"GD";"1,4";2;2;33;47;61;1;1;1;1;1;1;1;2;"2";"3";"3";"2";"3";"7";;;;;;
2;3;3;2020;6;"System";"HOUR";"SourceAttribute";23;159;2020-06-07;23;;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";"GD";"1,4";2;2;33;47;61;1;1;1;1;1;1;1;2;"2";"3";"3";"2";"3";"7";;;;;;
2;3;3;2020;6;"System";"HOUR";"SourceAttribute";24;161;2020-06-09;23;;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";"GD";"1,4";2;2;33;47;61;1;1;1;1;1;1;1;2;"2";"3";"3";"2";"3";"7";;;;;;
2;3;14;2020;6;"System";"HOUR";"SourceAttribute";24;162;2020-06-10;23;;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";"Mobile";"1,2";2;2;25;46.5;68;1;1;1;1;1;1;1;2;"2";"3";"14";"2";"4";"4";;;;;;
2;3;14;2020;6;"System";"MINUTE";"SourceAttribute";24;161;2020-06-09;23;0;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";"Mobile";"1,2";2;2;25;46.5;68;1;1;1;1;1;1;1;2;"2";"3";"14";"2";"4";"4";;;;;;
2;3;14;2020;6;"System";"MINUTE";"SourceAttribute";23;154;2020-06-02;23;0;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";"Mobile";"1,2";2;2;25;46.5;68;1;1;1;1;1;1;1;2;"2";"3";"14";"2";"4";"4";;;;;;
2;3;14;2020;6;"System";"MINUTE";"SourceAttribute";23;159;2020-06-07;23;0;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";"Mobile";"1,2";2;2;25;46.5;68;1;1;1;1;1;1;1;2;"2";"3";"14";"2";"4";"4";;;;;;
2;3;3;2020;6;"System";"MINUTE";"SourceAttribute";23;159;2020-06-07;23;0;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";"GD";"1,4";2;2;33;47;61;1;1;1;1;1;1;1;2;"2";"3";"3";"2";"3";"7";;;;;;
2;3;14;2020;6;"System";"MINUTE";"SourceAttribute";24;160;2020-06-08;23;0;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";"Mobile";"1,2";2;2;25;46.5;68;1;1;1;1;1;1;1;2;"2";"3";"14";"2";"4";"4";;;;;;
2;3;3;2020;6;"System";"MINUTE";"SourceAttribute";24;161;2020-06-09;23;0;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";"GD";"1,4";2;2;33;47;61;1;1;1;1;1;1;1;2;"2";"3";"3";"2";"3";"7";;;;;;
2;3;14;2020;6;"System";"MINUTE";"SourceAttribute";23;156;2020-06-04;23;0;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";"Mobile";"1,2";2;2;25;46.5;68;1;1;1;1;1;1;1;2;"2";"3";"14";"2";"4";"4";;;;;;
2;3;3;2020;6;"System";"MINUTE";"SourceAttribute";23;154;2020-06-02;23;0;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";"GD";"1,4";2;2;33;47;61;1;1;1;1;1;1;1;2;"2";"3";"3";"2";"3";"7";;;;;;
2;3;14;2020;6;"System";"MINUTE";"SourceAttribute";23;157;2020-06-05;23;0;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";"Mobile";"1,2";2;2;25;46.5;68;1;1;1;1;1;1;1;2;"2";"3";"14";"2";"4";"4";;;;;;
2;3;3;2020;6;"System";"MINUTE";"SourceAttribute";23;153;2020-06-01;23;0;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";"GD";"1,4";2;2;33;47;61;1;1;1;1;1;1;1;2;"2";"3";"3";"2";"3";"7";;;;;;
2;3;3;2020;6;"System";"MINUTE";"SourceAttribute";23;156;2020-06-04;23;0;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";"GD";"1,4";2;2;33;47;61;1;1;1;1;1;1;1;2;"2";"3";"3";"2";"3";"7";;;;;;
2;3;14;2020;6;"System";"MINUTE";"SourceAttribute";23;158;2020-06-06;23;0;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";"Mobile";"1,2";2;2;25;46.5;68;1;1;1;1;1;1;1;2;"2";"3";"14";"2";"4";"4";;;;;;
2;3;14;2020;6;"System";"MINUTE";"SourceAttribute";24;162;2020-06-10;23;0;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";"Mobile";"1,2";2;2;25;46.5;68;1;1;1;1;1;1;1;2;"2";"3";"14";"2";"4";"4";;;;;;
2;3;14;2020;6;"System";"MINUTE";"SourceAttribute";23;155;2020-06-03;23;0;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";"Mobile";"1,2";2;2;25;46.5;68;1;1;1;1;1;1;1;2;"2";"3";"14";"2";"4";"4";;;;;;
2;3;14;2020;6;"System";"MINUTE";"SourceAttribute";23;153;2020-06-01;23;0;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";"Mobile";"1,2";2;2;25;46.5;68;1;1;1;1;1;1;1;2;"2";"3";"14";"2";"4";"4";;;;;;
2;3;3;2020;6;"System";"MINUTE";"SourceAttribute";24;162;2020-06-10;23;0;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";"GD";"1,4";2;2;33;47;61;1;1;1;1;1;1;1;2;"2";"3";"3";"2";"3";"7";;;;;;
2;3;3;2020;6;"System";"MINUTE";"SourceAttribute";23;158;2020-06-06;23;0;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";"GD";"1,4";2;2;33;47;61;1;1;1;1;1;1;1;2;"2";"3";"3";"2";"3";"7";;;;;;
2;3;3;2020;6;"System";"MINUTE";"SourceAttribute";23;157;2020-06-05;23;0;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";"GD";"1,4";2;2;33;47;61;1;1;1;1;1;1;1;2;"2";"3";"3";"2";"3";"7";;;;;;
2;3;3;2020;6;"System";"MINUTE";"SourceAttribute";24;160;2020-06-08;23;0;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";"GD";"1,4";2;2;33;47;61;1;1;1;1;1;1;1;2;"2";"3";"3";"2";"3";"7";;;;;;
2;3;3;2020;6;"System";"MINUTE";"SourceAttribute";23;155;2020-06-03;23;0;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";"GD";"1,4";2;2;33;47;61;1;1;1;1;1;1;1;2;"2";"3";"3";"2";"3";"7";;;;;;
2;3;;2020;6;"System";"MONTH";"SourceLayer";;;;;;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";;"1,4,2";3;4;25;46.75;68;1;2;2;1;1;2;1;2;"2";"3";"3,14";"2";"3,4";"7,4";;;;;;
2;3;;2020;6;"System";"WEEK";"SourceLayer";23;;;;;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";;"1,4,2";3;4;25;46.75;68;1;2;2;1;1;2;1;2;"2";"3";"3,14";"2";"3,4";"7,4";;;;;;
2;3;;2020;6;"System";"WEEK";"SourceLayer";24;;;;;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";;"1,4,2";3;4;25;46.75;68;1;2;2;1;1;2;1;2;"2";"3";"3,14";"2";"3,4";"7,4";;;;;;
2;3;;2020;6;"System";"DAY";"SourceLayer";23;155;2020-06-03;;;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";;"1,4,2";3;4;25;46.75;68;1;2;2;1;1;2;1;2;"2";"3";"3,14";"2";"3,4";"7,4";;;;;;
2;3;;2020;6;"System";"DAY";"SourceLayer";24;160;2020-06-08;;;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";;"1,4,2";3;4;25;46.75;68;1;2;2;1;1;2;1;2;"2";"3";"3,14";"2";"3,4";"7,4";;;;;;
2;3;;2020;6;"System";"DAY";"SourceLayer";24;162;2020-06-10;;;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";;"1,4,2";3;4;25;46.75;68;1;2;2;1;1;2;1;2;"2";"3";"3,14";"2";"3,4";"7,4";;;;;;
2;3;;2020;6;"System";"DAY";"SourceLayer";23;159;2020-06-07;;;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";;"1,4,2";3;4;25;46.75;68;1;2;2;1;1;2;1;2;"2";"3";"3,14";"2";"3,4";"7,4";;;;;;
2;3;;2020;6;"System";"DAY";"SourceLayer";23;157;2020-06-05;;;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";;"1,4,2";3;4;25;46.75;68;1;2;2;1;1;2;1;2;"2";"3";"3,14";"2";"3,4";"7,4";;;;;;
2;3;;2020;6;"System";"DAY";"SourceLayer";23;156;2020-06-04;;;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";;"1,4,2";3;4;25;46.75;68;1;2;2;1;1;2;1;2;"2";"3";"3,14";"2";"3,4";"7,4";;;;;;
2;3;;2020;6;"System";"DAY";"SourceLayer";24;161;2020-06-09;;;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";;"1,4,2";3;4;25;46.75;68;1;2;2;1;1;2;1;2;"2";"3";"3,14";"2";"3,4";"7,4";;;;;;
2;3;;2020;6;"System";"DAY";"SourceLayer";23;158;2020-06-06;;;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";;"1,4,2";3;4;25;46.75;68;1;2;2;1;1;2;1;2;"2";"3";"3,14";"2";"3,4";"7,4";;;;;;
2;3;;2020;6;"System";"DAY";"SourceLayer";23;153;2020-06-01;;;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";;"1,4,2";3;4;25;46.75;68;1;2;2;1;1;2;1;2;"2";"3";"3,14";"2";"3,4";"7,4";;;;;;
2;3;;2020;6;"System";"DAY";"SourceLayer";23;154;2020-06-02;;;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";;"1,4,2";3;4;25;46.75;68;1;2;2;1;1;2;1;2;"2";"3";"3,14";"2";"3,4";"7,4";;;;;;
2;3;;2020;6;"System";"HOUR";"SourceLayer";23;159;2020-06-07;23;;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";;"1,4,2";3;4;25;46.75;68;1;2;2;1;1;2;1;2;"2";"3";"3,14";"2";"3,4";"7,4";;;;;;
2;3;;2020;6;"System";"HOUR";"SourceLayer";24;161;2020-06-09;23;;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";;"1,4,2";3;4;25;46.75;68;1;2;2;1;1;2;1;2;"2";"3";"3,14";"2";"3,4";"7,4";;;;;;
2;3;;2020;6;"System";"HOUR";"SourceLayer";23;157;2020-06-05;23;;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";;"1,4,2";3;4;25;46.75;68;1;2;2;1;1;2;1;2;"2";"3";"3,14";"2";"3,4";"7,4";;;;;;
2;3;;2020;6;"System";"HOUR";"SourceLayer";23;158;2020-06-06;23;;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";;"1,4,2";3;4;25;46.75;68;1;2;2;1;1;2;1;2;"2";"3";"3,14";"2";"3,4";"7,4";;;;;;
2;3;;2020;6;"System";"HOUR";"SourceLayer";23;154;2020-06-02;23;;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";;"1,4,2";3;4;25;46.75;68;1;2;2;1;1;2;1;2;"2";"3";"3,14";"2";"3,4";"7,4";;;;;;
2;3;;2020;6;"System";"HOUR";"SourceLayer";24;160;2020-06-08;23;;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";;"1,4,2";3;4;25;46.75;68;1;2;2;1;1;2;1;2;"2";"3";"3,14";"2";"3,4";"7,4";;;;;;
2;3;;2020;6;"System";"HOUR";"SourceLayer";23;156;2020-06-04;23;;;;;;;;"Asif Shaikh";2021-01-13 15:05:51;1;2021;"CRM";"CustomerTable";;"1,4,2";3;4;25;46.75;68;1;2;2;1;1;2;1;2;"2";"3";"3,14";"2";"3,4";"7,4";;;;;;
