"item-count";"item-percent";"item-value";"ProfileInternalColumnName";"ProfileSourceAttributeType";"ProfileSourceAttributeName";"ProfileInputName";"FrequencyType"
1;"1%";"LLLLL LLLLLLLLL";"S_1";"STRING";"FullName";"in";"Masked"
1;"1%";"LLLLL LLLLLLLLLL LL";"S_1";"STRING";"FullName";"in";"Masked"
1;"1%";"LLLLLL LLLL";"S_1";"STRING";"FullName";"in";"Masked"
1;"1%";"LLLLLL LLLL LL";"S_1";"STRING";"FullName";"in";"Masked"
1;"1%";"LLLLLL LLLL LLL";"S_1";"STRING";"FullName";"in";"Masked"
1;"1%";"LLLLLL LLLLL LL";"S_1";"STRING";"FullName";"in";"Masked"
1;"1%";"LLLLLL LLLLLL";"S_1";"STRING";"FullName";"in";"Masked"
1;"1%";"LLLLLL LLLLLL LLL";"S_1";"STRING";"FullName";"in";"Masked"
1;"1%";"LLLLLL LLLLLLLLL LLL";"S_1";"STRING";"FullName";"in";"Masked"
1;"1%";"LLLLLL LLLLLLLLLLL";"S_1";"STRING";"FullName";"in";"Masked"
1;"1%";"LLLLLLL LLLLLLL LLL";"S_1";"STRING";"FullName";"in";"Masked"
1;"1%";"LLLLLLLL LLLL";"S_1";"STRING";"FullName";"in";"Masked"
1;"1%";"LLLLLLLL LLLLLL";"S_1";"STRING";"FullName";"in";"Masked"
1;"1%";"LLLLLLLL LLLLLL L.LL";"S_1";"STRING";"FullName";"in";"Masked"
1;"1%";"LLLLLLLL LLLLLL LLL";"S_1";"STRING";"FullName";"in";"Masked"
1;"1%";"LLLLLLLL LLLLLLL LL";"S_1";"STRING";"FullName";"in";"Masked"
1;"1%";"LLLLLLLL LLLLLLLLLL";"S_1";"STRING";"FullName";"in";"Masked"
1;"1%";"LLLLLLLLL LLLLLLLLL";"S_1";"STRING";"FullName";"in";"Masked"
1;"1%";"LLLLLLLLLL LLLLLL";"S_1";"STRING";"FullName";"in";"Masked"
1;"1%";"LLLLLLLLLL LLLLLLL";"S_1";"STRING";"FullName";"in";"Masked"
1;"1%";"LLLLLLLLLLL LLLLL";"S_1";"STRING";"FullName";"in";"Masked"
39;"39%";;"S_2";"STRING";"GD";"in";"Masked"
31;"31%";"L";"S_2";"STRING";"GD";"in";"Masked"
10;"10%";"LLLLLL";"S_2";"STRING";"GD";"in";"Masked"
8;"8%";"LLL";"S_2";"STRING";"GD";"in";"Masked"
7;"7%";"LLLL";"S_2";"STRING";"GD";"in";"Masked"
4;"4%";"LLLLL";"S_2";"STRING";"GD";"in";"Masked"
1;"1%";"LLLLLLL";"S_2";"STRING";"GD";"in";"Masked"
3;"3%";;"S_3";"STRING";"CalculatedDate";"in";"Masked"
66;"66%";"DDDD-DD-DD";"S_3";"STRING";"CalculatedDate";"in";"Masked"
11;"11%";"DDDD.DD.DD";"S_3";"STRING";"CalculatedDate";"in";"Masked"
6;"6%";"DD.DD.DDDD";"S_3";"STRING";"CalculatedDate";"in";"Masked"
3;"3%";"D.D.DDDD";"S_3";"STRING";"CalculatedDate";"in";"Masked"
3;"3%";"DD\\DD\\DDDD";"S_3";"STRING";"CalculatedDate";"in";"Masked"
3;"3%";"LLLL";"S_3";"STRING";"CalculatedDate";"in";"Masked"
2;"2%";"L/L";"S_3";"STRING";"CalculatedDate";"in";"Masked"
1;"1%";"DD/DD/DDDD";"S_3";"STRING";"CalculatedDate";"in";"Masked"
1;"1%";"DDDD-DD-D";"S_3";"STRING";"CalculatedDate";"in";"Masked"
1;"1%";"L. DDDD-DD-DD";"S_3";"STRING";"CalculatedDate";"in";"Masked"
2;"2%";;"S_4";"STRING";"BirthDate";"in";"Masked"
68;"68%";"DDDD-DD-DD";"S_4";"STRING";"BirthDate";"in";"Masked"
12;"12%";"DDDD.DD.DD";"S_4";"STRING";"BirthDate";"in";"Masked"
3;"3%";"D.D.DDDD";"S_4";"STRING";"BirthDate";"in";"Masked"
3;"3%";"DD.DD.DDDD";"S_4";"STRING";"BirthDate";"in";"Masked"
3;"3%";"DD\\DD\\DDDD";"S_4";"STRING";"BirthDate";"in";"Masked"
3;"3%";"DDDDDD";"S_4";"STRING";"BirthDate";"in";"Masked"
3;"3%";"LLLL";"S_4";"STRING";"BirthDate";"in";"Masked"
2;"2%";"L/L";"S_4";"STRING";"BirthDate";"in";"Masked"
1;"1%";"L. DDDD-DD-DD";"S_4";"STRING";"BirthDate";"in";"Masked"
75;"75%";;"S_5";"STRING";"Description";"in";"Masked"
13;"13%";"LL:DDDDDD";"S_5";"STRING";"Description";"in";"Masked"
12;"12%";"DDDDDDDDDDD";"S_5";"STRING";"Description";"in";"Masked"
2;"2%";;"S_6";"STRING";"Mobile";"in";"Masked"
75;"75%";"DD DDDD DDDDDD";"S_6";"STRING";"Mobile";"in";"Masked"
9;"9%";"DD DDDD DDDDDD DD DDDD DDDDDD";"S_6";"STRING";"Mobile";"in";"Masked"
5;"5%";"DD DDDD DDDDDD,DD DDDD DDDDDD";"S_6";"STRING";"Mobile";"in";"Masked"
4;"4%";"DD DDDD DDDDDD, DD DDDD DDDDDD";"S_6";"STRING";"Mobile";"in";"Masked"
3;"3%";"DD DDDD DDDDDD ,DD DDDD DDDDDD";"S_6";"STRING";"Mobile";"in";"Masked"
1;"1%";"DDDDDD DDDDDD , +DDDDDDDDDDDD";"S_6";"STRING";"Mobile";"in";"Masked"
1;"1%";"DDDDDD DDDDDD , +DDDLDDDDDDDD";"S_6";"STRING";"Mobile";"in";"Masked"
28;"28%";;"S_7";"STRING";"Email";"in";"Masked"
18;"18%";"LLLL.LLLLLL@LLLLL.LLL";"S_7";"STRING";"Email";"in";"Masked"
9;"9%";"LL.LLLL.LLLLL@LLLLL.L";"S_7";"STRING";"Email";"in";"Masked"
9;"9%";"LLLL.L.LLLLL@LLLLL.LLL";"S_7";"STRING";"Email";"in";"Masked"
9;"9%";"LLLL.LLLL.LLLLL@LLLLL.LLL";"S_7";"STRING";"Email";"in";"Masked"
9;"9%";"LLLL.LLLLL@.LLL";"S_7";"STRING";"Email";"in";"Masked"
9;"9%";"LLLL.LLLLL@LLLLL.LLL";"S_7";"STRING";"Email";"in";"Masked"
9;"9%";"LLLLL.LLLL@LLLLL.LLL";"S_7";"STRING";"Email";"in";"Masked"
28;"28%";;"S_8";"STRING";"directmailing";"in";"Masked"
72;"72%";"D";"S_8";"STRING";"directmailing";"in";"Masked"
24;"24%";;"S_9";"STRING";"directemail";"in";"Masked"
76;"76%";"D";"S_9";"STRING";"directemail";"in";"Masked"
24;"24%";;"S_10";"STRING";"directtelephone";"in";"Masked"
76;"76%";"D";"S_10";"STRING";"directtelephone";"in";"Masked"
34;"34%";;"S_11";"STRING";"titleCode";"in";"Masked"
65;"65%";"LDDD";"S_11";"STRING";"titleCode";"in";"Masked"
1;"1%";"LLLLL";"S_11";"STRING";"titleCode";"in";"Masked"
